Datetime,Tweet Id,Text,Username,lang
2021-12-11 01:01:08+00:00,1469472285367091201,Photographer Ross Halfin was working closely with Metallica when the band released its iconic Black Album in 1991. His new book features classic and previously unpublished photos of the band. https://t.co/W74NvokGXD,CNN,en
2021-12-11 00:46:03+00:00,1469468487521349641,A YouTuber who focuses on finding missing people discovered the vehicle of two teens who disappeared 21 years ago in rural Tennessee. https://t.co/VOTAVRPfBb,CNN,en
2021-12-11 00:31:06+00:00,1469464725633310727,A recent study has found that healthy men between the ages of 20 and 65 who vaped nicotine daily were more than twice as likely to report experiencing erectile dysfunction than men who did not vape https://t.co/Xai08yBnOP,CNN,en
2021-12-11 00:22:02+00:00,1469462442807812096,"“It was early. OK? Let’s put it this way -- he greeted him very early. Earlier than most world leaders. I’ve not spoken to him since. F**k him,” Trump told an Israeli journalist during an April interview. https://t.co/neeBQFiRuV",CNN,en
2021-12-11 00:01:06+00:00,1469457174824955906,"Things are looking pretty sour for fans of Olivia Rodrigo. After tickets for her tour went on sale Friday morning, many cities sold out almost instantly — with tickets now being resold for thousands online. https://t.co/X7TwWerqAN",CNN,en
2021-12-10 23:31:03+00:00,1469449614575259654,"High-speed trains offer greener alternatives to short-haul flights. From China's floating Maglev trains to France's border busting TGVs, these are the fastest railway services you can ride today. https://t.co/WjpFMimSem",CNN,en
2021-12-10 23:18:07+00:00,1469446357173915648,"A powerful storm racing across the central US may produce a range of potential hazards, including the possibility of strong nighttime tornadoes, heavy snow and strong winds to start the weekend. https://t.co/XQcLilSZmj",CNN,en
2021-12-10 23:01:04+00:00,1469442068334493701,"https://t.co/bmtdxpWtto CEO Vishal Garg, who laid off 900 employees over a Zoom meeting that lasted less than three minutes, is taking time off from the company, Vice has reported. https://t.co/PVSlXNio79",CNN,en
2021-12-10 22:49:43+00:00,1469439212181196803,"The CIA is overhauling how it trains and manages its network of spies as part of a broader effort to transition away from 20 years of counterterrorism wars and focus more closely on adversaries like China and Russia, sources say https://t.co/yOgp9hAeGx",CNN,en
2021-12-10 22:31:06+00:00,1469434527244333056,"A security breach at an office building on the US Capitol complex on Thursday included a number of missteps, such as Capitol Police failing to notice a handgun on an X-ray security screen and giving officers a wrong description for the suspect, sources say https://t.co/rLcMprrXiN",CNN,en
2021-12-10 22:21:37+00:00,1469432141520019463,Real estate agents are finding huge success on TikTok. https://t.co/SjbaZOjp9Y https://t.co/WbgwVXxAAM,CNN,en
2021-12-10 22:01:12+00:00,1469427002885263362,Are higher prices impacting your holiday shopping plans? Are you having trouble affording gifts for your family or friends? What trade-offs are you making? Do you plan to sit out or cut back on gift-giving this year? CNN wants to hear your story. https://t.co/moa0DJopsS,CNN,en
2021-12-10 21:43:16+00:00,1469422486882328586,It's beginning to look a lot like Christmas — and Britain's royal family are getting ready by releasing their Christmas cards. https://t.co/8EiTSi1YUu,CNN,en
2021-12-10 21:27:33+00:00,1469418534451171339,"For 15 years, CNN Heroes has been honoring everyday people changing the world. Since 2007, more than 350 Heroes from all 50 states and more than 110 countries have been recognized. While their missions are diverse, they all are dedicated to helping others. https://t.co/W8778Ozade",CNN,en
2021-12-10 21:09:01+00:00,1469413870934675457,"A German couple has set the world record for the most decorated Christmas trees in one place. Months of preparation, more than 400 trees, and 10,000 ornaments went into their display, reports Reuters. https://t.co/z6JRxFCgHK https://t.co/SAL0SwbUy9",CNN,en
2021-12-10 20:59:23+00:00,1469411447058976769,"This year, there was no mysterious monolith in the desert to keep us on the edge of our seats, but there were some incredible finds, as tiny as an insect trail in a famous artwork and as grand as an entire city. https://t.co/gpmMyNI8HO",CNN,en
2021-12-10 20:46:04+00:00,1469408093989744647,"Most of the 43 people known to have been infected with the Omicron variant of coronavirus in the US had mild symptoms, but most had been vaccinated and 14 of them had already had booster doses, the CDC has reported https://t.co/6DWdd3mT1d",CNN,en
2021-12-10 20:31:03+00:00,1469404316700184578,A federal judge has rejected Steve Bannon's challenge to the limits the Justice Department was seeking on public disclosure of evidence the government turned over to him in his case. https://t.co/FYAqSrYXlK,CNN,en
2021-12-10 20:16:06+00:00,1469400553583259648,"The House select committee on the January 6 riot has issued six new subpoenas, including to a former Trump aide who is a current congressional candidate https://t.co/ONkiuboHUS",CNN,en
2021-12-10 20:01:06+00:00,1469396775987552258,"The US government is making it official — Jeff Bezos, Richard Branson, and William Shatner have earned the title of ""astronaut"" after their flights to the edge of space. https://t.co/Gr9tkRknUR",CNN,en
2021-12-10 19:46:03+00:00,1469392991211393025,The pandemic sparked a fast and furious love affair with Peloton. Now comes the breakup. https://t.co/IXCfYC7sea,CNN,en
2021-12-10 19:31:05+00:00,1469389224814256129,"""West Side Story,"" 20th Century Studios' remake of the 1961 classic musical, hits theaters this weekend https://t.co/3YG4Kcmicq",CNN,en
2021-12-10 19:23:50+00:00,1469387400849891331,"Michael Nesmith, a singer and guitarist in the hit group the Monkees, has died at age 78 https://t.co/6P6ePGvfwo",CNN,en
2021-12-10 18:15:02+00:00,1469370086758752259,"Tigrayan forces summarily executed dozens of civilians in two towns they controlled in Ethiopia's northern Amhara region between August 31 and September 9, 2021, Human Rights Watch said on Thursday. https://t.co/0vHcFxRm0i",CNN,en
